thermaerobacter_marianensis	Bacteria	73	73919	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiales incertae sedis; Clostridiales Family XVII. Incertae Sedis; Thermaerobacter	2	1239	186801	186802	539000	73918
fervidobacterium_riparium	Bacteria	65	548918	cellular organisms; Bacteria; Thermotogae; Thermotogae; Thermotogales; Fervidobacteriaceae; Fervidobacterium	2	200918	188708	2419	1643950	2422
acidilobus_aceticus	Archaea	80	105851	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Acidilobales; Acidilobaceae; Acidilobus	2157	28889	183924	871006	871007	105850
thermococcus_gammatolerans	Archaea	88	187878	cellular organisms; Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus	2157	28890	183968	2258	2259	2263
thermus_filiformis	Bacteria	70	276	cellular organisms; Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	2	1297	188787	68933	188786	270
thermus_aquaticus	Bacteria	69	271	cellular organisms; Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	2	1297	188787	68933	188786	270
thermus_thermophilus	Bacteria	71	274	cellular organisms; Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	2	1297	188787	68933	188786	270
stetteria_hydrogenophila	Archaea	93	52001	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Stetteria	2157	28889	183924	114380	2272	52130
pyrobaculum_aerophilum	Archaea	98	13773	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum	2157	28889	183924	2266	2267	2276
thermococcus_pacificus	Archaea	85	71998	cellular organisms; Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus	2157	28890	183968	2258	2259	2263
thermosipho_atlanticus	Bacteria	65	238991	cellular organisms; Bacteria; Thermotogae; Thermotogae; Thermotogales; Fervidobacteriaceae; Thermosipho	2	200918	188708	2419	1643950	2420
nitratiruptor_tergarcus	Bacteria	68	269259	cellular organisms; Bacteria; Proteobacteria; delta/epsilon subdivisions; Epsilonproteobacteria; unclassified Epsilonproteobacteria; Nitratiruptor	2	1224	29547	NA	NA	269258
pyrodictium_brockii	Archaea	97	35616	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Desulfurococcales; Pyrodictiaceae; Pyrodictium	2157	28889	183924	114380	2307	2308
persephonella_marina	Bacteria	70	309805	cellular organisms; Bacteria; Aquificae; Aquificae; Aquificales; Hydrogenothermaceae; Persephonella	2	200783	187857	32069	224027	182899
pyrobaculum_calidifontis	Archaea	90	181486	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum	2157	28889	183924	2266	2267	2276
caldicellulosiruptor_bescii	Bacteria	73	31899	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor	2	1239	186801	68295	543371	44000
thermoanaerobacter_sulfurigignens	Bacteria	65	120958	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter	2	1239	186801	68295	186814	1754
clostridium_fervidus	Bacteria	70	29344	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Caloramator	2	1239	186801	186802	31979	44258
acidilobus_saccharovorans	Archaea	80	242703	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Acidilobales; Acidilobaceae; Acidilobus	2157	28889	183924	871006	871007	105850
methanothermobacter_crinale	Archaea	65	1045764	cellular organisms; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter	2157	28890	183925	2158	2159	145260
fervidicoccus_fontis	Archaea	80	683846	cellular organisms; Archaea; TACK group; Crenarchaeota; Thermoprotei; Fervidicoccales; Fervidicoccaceae; Fervidicoccus	2157	28889	183924	685948	685949	685950
thermus_antranikianii	Bacteria	70	88190	cellular organisms; Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus	2	1297	188787	68933	188786	270
thermocrinis_jamiesonii	Bacteria	80	1302351	cellular organisms; Bacteria; Aquificae; Aquificae; Aquificales; Aquificaceae; Thermocrinis	2	200783	187857	32069	64898	75905
thermodesulfobacterium_commune	Bacteria	70	1741	cellular organisms; Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteriales; Thermodesulfobacteriaceae; Thermodesulfobacterium	2	200940	67799	188710	188711	1740
thermoanaerobacter_cellulolyticus	Bacteria	65	29324	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Clostridiales; unclassified Clostridiales; Anaerocellum group	2	1239	186801	186802	NA	NA
carboxydothermus_pertinax	Bacteria	65	870242	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Carboxydothermus	2	1239	186801	68295	186814	129957
thermoanaerobacter_siderophilus	Bacteria	70	106578	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Thermoanaerobacter	2	1239	186801	68295	186814	1754
thermomicrobium_roseum	Bacteria	70	500	cellular organisms; Bacteria; Terrabacteria group; Chloroflexi; Thermomicrobia; Thermomicrobiales; Thermomicrobiaceae; Thermomicrobium	2	200795	189775	189776	189777	499
caldanaerobius_polysaccharolyticus	Bacteria	65	44256	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Caldanaerobius	2	1239	186801	68295	186814	862261
methanothermus_sociabilis	Archaea	88	2181	cellular organisms; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanothermaceae; Methanothermus	2157	28890	183925	2158	2178	2179
vulcanithermus_mediatlanticus	Bacteria	65	206045	cellular organisms; Bacteria; Terrabacteria group; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Vulcanithermus	2	1297	188787	68933	188786	206044
caldicellulosiruptor_owensensis	Bacteria	70	55205	cellular organisms; Bacteria; Terrabacteria group; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacterales Family III. Incertae Sedis; Caldicellulosiruptor	2	1239	186801	68295	543371	44000
thermosipho_japonicus	Bacteria	70	90323	cellular organisms; Bacteria; Thermotogae; Thermotogae; Thermotogales; Fervidobacteriaceae; Thermosipho	2	200918	188708	2419	1643950	2420
thermodesulfatator_atlanticus	Bacteria	70	501497	cellular organisms; Bacteria; Thermodesulfobacteria; Thermodesulfobacteria; Thermodesulfobacteriales; Thermodesulfobacteriaceae; Thermodesulfatator	2	200940	67799	188710	188711	241192
